New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
New Training Session, Net Version _3 
Epoch, Batch, Running Loss, Lowest Running Loss, Mark Number 
0, 20, 0.21078233420848846, 0.21078233420848846, -1 
0, 40, 0.08101063966751099, 0.21078233420848846, -1 
0, 60, 0.03928033635020256, 0.08101063966751099, 0 
0, 80, 0.04195142537355423, 0.03928033635020256, 1 
0, 100, 0.02968771755695343, 0.03928033635020256, 1 
0, 120, 0.013271274045109749, 0.02968771755695343, 2 
0, 140, 0.02254561334848404, 0.013271274045109749, 3 
0, 160, 0.011637534946203232, 0.013271274045109749, 3 
0, 180, 0.018117962405085564, 0.011637534946203232, 4 
0, 200, 0.005497260484844446, 0.011637534946203232, 4 
0, 220, 0.008761262521147728, 0.005497260484844446, 5 
0, 240, 0.007223381195217371, 0.005497260484844446, 5 
0, 260, 0.005198917351663113, 0.005497260484844446, 5 
0, 280, 0.008463130332529545, 0.005198917351663113, 6 
1, 20, 0.15474434196949005, 0.005198917351663113, 6 
1, 40, 0.06343328207731247, 0.005198917351663113, 6 
1, 60, 0.02643868513405323, 0.005198917351663113, 6 
1, 80, 0.03176224231719971, 0.005198917351663113, 6 
1, 100, 0.023085525259375572, 0.005198917351663113, 6 
1, 120, 0.008227705024182796, 0.005198917351663113, 6 
1, 140, 0.004795117769390345, 0.005198917351663113, 6 
1, 160, 0.005550967529416084, 0.004795117769390345, 7 
1, 180, 0.006984943524003029, 0.004795117769390345, 7 
1, 200, 0.003614135319367051, 0.004795117769390345, 7 
1, 220, 0.008955288678407669, 0.003614135319367051, 8 
1, 240, 0.0029637201223522425, 0.003614135319367051, 8 
1, 260, 0.0035745787899941206, 0.0029637201223522425, 9 
1, 280, 0.0037907480727881193, 0.0029637201223522425, 9 
2, 20, 0.05140526965260506, 0.0029637201223522425, 9 
2, 40, 0.026696572080254555, 0.0029637201223522425, 9 
2, 60, 0.008661732077598572, 0.0029637201223522425, 9 
2, 80, 0.005023709032684565, 0.0029637201223522425, 9 
2, 100, 0.010250771418213844, 0.0029637201223522425, 9 
2, 120, 0.0028546303510665894, 0.0029637201223522425, 9 
2, 140, 0.0028937379829585552, 0.0028546303510665894, 10 
2, 160, 0.00320416409522295, 0.0028546303510665894, 10 
2, 180, 0.008588172495365143, 0.0028546303510665894, 10 
2, 200, 0.009402848780155182, 0.0028546303510665894, 10 
2, 220, 0.0032971673645079136, 0.0028546303510665894, 10 
2, 240, 0.003290837397798896, 0.0028546303510665894, 10 
2, 260, 0.005435537081211805, 0.0028546303510665894, 10 
2, 280, 0.0033455651719123125, 0.0028546303510665894, 10 
3, 20, 0.19273045659065247, 0.0028546303510665894, 10 
3, 40, 0.10732641816139221, 0.0028546303510665894, 10 
3, 60, 0.04750669002532959, 0.0028546303510665894, 10 
3, 80, 0.026193318888545036, 0.0028546303510665894, 10 
3, 100, 0.007555043324828148, 0.0028546303510665894, 10 
3, 120, 0.010052260011434555, 0.0028546303510665894, 10 
3, 140, 0.0029053264297544956, 0.0028546303510665894, 10 
3, 160, 0.0054477546364068985, 0.0028546303510665894, 10 
3, 180, 0.004604678135365248, 0.0028546303510665894, 10 
3, 200, 0.0035637649707496166, 0.0028546303510665894, 10 
3, 220, 0.0020078253000974655, 0.0028546303510665894, 10 
3, 240, 0.004224900621920824, 0.0020078253000974655, 11 
3, 260, 0.0022740752901881933, 0.0020078253000974655, 11 
3, 280, 0.01082167774438858, 0.0020078253000974655, 11 
4, 20, 0.14769792556762695, 0.0020078253000974655, 11 
4, 40, 0.07571540027856827, 0.0020078253000974655, 11 
4, 60, 0.04422609508037567, 0.0020078253000974655, 11 
4, 80, 0.04266311228275299, 0.0020078253000974655, 11 
4, 100, 0.026852520182728767, 0.0020078253000974655, 11 
4, 120, 0.0370069295167923, 0.0020078253000974655, 11 
4, 140, 0.04000216722488403, 0.0020078253000974655, 11 
4, 160, 0.005093150306493044, 0.0020078253000974655, 11 
4, 180, 0.006189417093992233, 0.0020078253000974655, 11 
4, 200, 0.003236193675547838, 0.0020078253000974655, 11 
4, 220, 0.011769406497478485, 0.0020078253000974655, 11 
4, 240, 0.002760120667517185, 0.0020078253000974655, 11 
4, 260, 0.006320122163742781, 0.0020078253000974655, 11 
4, 280, 0.0047693499363958836, 0.0020078253000974655, 11 
5, 20, 0.08825335651636124, 0.0020078253000974655, 11 
5, 40, 0.041711125522851944, 0.0020078253000974655, 11 
5, 60, 0.042226191610097885, 0.0020078253000974655, 11 
5, 80, 0.01242471020668745, 0.0020078253000974655, 11 
5, 100, 0.0052715567871928215, 0.0020078253000974655, 11 
5, 120, 0.018040455877780914, 0.0020078253000974655, 11 
5, 140, 0.0033327569253742695, 0.0020078253000974655, 11 
5, 160, 0.004309175536036491, 0.0020078253000974655, 11 
5, 180, 0.00322082731872797, 0.0020078253000974655, 11 
5, 200, 0.008896928280591965, 0.0020078253000974655, 11 
5, 220, 0.001359218847937882, 0.0020078253000974655, 11 
5, 240, 0.002211744198575616, 0.001359218847937882, 12 
5, 260, 0.005550197325646877, 0.001359218847937882, 12 
5, 280, 0.004849653225392103, 0.001359218847937882, 12 
6, 20, 0.04366665333509445, 0.001359218847937882, 12 
6, 40, 0.016996771097183228, 0.001359218847937882, 12 
6, 60, 0.019917037338018417, 0.001359218847937882, 12 
6, 80, 0.005031602922827005, 0.001359218847937882, 12 
6, 100, 0.00368322990834713, 0.001359218847937882, 12 
6, 120, 0.004336704965680838, 0.001359218847937882, 12 
6, 140, 0.010249542072415352, 0.001359218847937882, 12 
6, 160, 0.0020829616114497185, 0.001359218847937882, 12 
6, 180, 0.007229804061353207, 0.001359218847937882, 12 
6, 200, 0.00988388154655695, 0.001359218847937882, 12 
6, 220, 0.0025950113777071238, 0.001359218847937882, 12 
6, 240, 0.014164436608552933, 0.001359218847937882, 12 
6, 260, 0.0014919842360541224, 0.001359218847937882, 12 
6, 280, 0.004805033560842276, 0.001359218847937882, 12 
7, 20, 0.036035217344760895, 0.001359218847937882, 12 
7, 40, 0.021355142816901207, 0.001359218847937882, 12 
7, 60, 0.009691771119832993, 0.001359218847937882, 12 
7, 80, 0.016900721937417984, 0.001359218847937882, 12 
7, 100, 0.0028935507871210575, 0.001359218847937882, 12 
7, 120, 0.007303697522729635, 0.001359218847937882, 12 
7, 140, 0.002025617053732276, 0.001359218847937882, 12 
7, 160, 0.0024349151644855738, 0.001359218847937882, 12 
7, 180, 0.0042927744798362255, 0.001359218847937882, 12 
7, 200, 0.0014110459014773369, 0.001359218847937882, 12 
7, 220, 0.001763195265084505, 0.001359218847937882, 12 
7, 240, 0.0026726368814706802, 0.001359218847937882, 12 
7, 260, 0.001262197969481349, 0.001359218847937882, 12 
7, 280, 0.002535231178626418, 0.001262197969481349, 13 
8, 20, 0.014637942425906658, 0.001262197969481349, 13 
8, 40, 0.006708841305226088, 0.001262197969481349, 13 
8, 60, 0.0038341793697327375, 0.001262197969481349, 13 
8, 80, 0.007450697477906942, 0.001262197969481349, 13 
8, 100, 0.004218906629830599, 0.001262197969481349, 13 
8, 120, 0.0025075902231037617, 0.001262197969481349, 13 
8, 140, 0.0063966489396989346, 0.001262197969481349, 13 
8, 160, 0.004869233351200819, 0.001262197969481349, 13 
8, 180, 0.0031709487084299326, 0.001262197969481349, 13 
8, 200, 0.002010867465287447, 0.001262197969481349, 13 
8, 220, 0.002226629527285695, 0.001262197969481349, 13 
8, 240, 0.0013550228904932737, 0.001262197969481349, 13 
8, 260, 0.0031437005382031202, 0.001262197969481349, 13 
8, 280, 0.0014042874099686742, 0.001262197969481349, 13 
9, 20, 0.02571810595691204, 0.001262197969481349, 13 
9, 40, 0.025020781904459, 0.001262197969481349, 13 
9, 60, 0.009177500382065773, 0.001262197969481349, 13 
9, 80, 0.0036605861969292164, 0.001262197969481349, 13 
9, 100, 0.00829300843179226, 0.001262197969481349, 13 
9, 120, 0.010876615531742573, 0.001262197969481349, 13 
9, 140, 0.0019213190535083413, 0.001262197969481349, 13 
9, 160, 0.0031505816150456667, 0.001262197969481349, 13 
9, 180, 0.008728224784135818, 0.001262197969481349, 13 
9, 200, 0.004761853255331516, 0.001262197969481349, 13 
9, 220, 0.010858860798180103, 0.001262197969481349, 13 
9, 240, 0.00449582701548934, 0.001262197969481349, 13 
9, 260, 0.004136135336011648, 0.001262197969481349, 13 
9, 280, 0.0025301084388047457, 0.001262197969481349, 13 
10, 20, 0.02318166196346283, 0.001262197969481349, 13 
10, 40, 0.02583637461066246, 0.001262197969481349, 13 
10, 60, 0.005666117649525404, 0.001262197969481349, 13 
10, 80, 0.011394103989005089, 0.001262197969481349, 13 
10, 100, 0.012906257063150406, 0.001262197969481349, 13 
10, 120, 0.004610609263181686, 0.001262197969481349, 13 
10, 140, 0.00207927031442523, 0.001262197969481349, 13 
10, 160, 0.002161868382245302, 0.001262197969481349, 13 
